attendance_id,employee_id,year,month,working_days,days_present,days_absent,days_wfh,overtime_hours
81054,2934,2022,11,22,20,2,7,11.6
81055,2934,2022,12,22,22,0,3,10.8
81056,2934,2023,1,22,20,2,4,8.3
81057,2934,2023,2,20,20,0,8,7.2
81058,2934,2023,3,23,23,0,1,5.6
81059,2934,2023,4,20,18,2,2,2.2
81060,2934,2023,5,23,21,2,5,6.1
81061,2934,2023,6,22,20,2,2,7.5
81062,2934,2023,7,21,19,2,0,8.9
81063,2934,2023,8,23,21,2,3,10.3
81064,2934,2023,9,21,20,1,5,8.0
81065,2934,2023,10,22,20,2,4,2.1
81066,2934,2023,11,22,22,0,6,1.9
81067,2934,2023,12,21,19,2,6,8.7
81068,2934,2024,1,23,23,0,7,2.9
81069,2934,2024,2,21,21,0,9,2.9
81070,2934,2024,3,21,20,1,10,11.0
81071,2934,2024,4,22,22,0,6,1.6
81072,2934,2024,5,23,22,1,0,11.4
81073,2934,2024,6,20,20,0,3,4.6
81074,2934,2024,7,23,22,1,1,4.7
81075,2934,2024,8,22,20,2,3,4.3
81076,2934,2024,9,21,21,0,5,8.2
81077,2934,2024,10,23,21,2,2,9.1
81078,2934,2024,11,21,20,1,9,2.6
81079,2934,2024,12,22,22,0,2,0.4
81080,2935,2020,1,23,23,0,5,3.3
81081,2935,2020,2,20,20,0,9,9.6
81082,2935,2020,3,22,22,0,8,11.6
81083,2935,2020,4,22,22,0,9,5.6
81084,2935,2020,5,21,19,2,0,0.0
81085,2935,2020,6,22,21,1,0,1.9
81086,2935,2020,7,23,21,2,4,11.2
81087,2935,2020,8,21,20,1,4,0.8
81088,2935,2020,9,22,20,2,4,2.9
81089,2935,2020,10,22,21,1,8,2.4
81090,2935,2020,11,21,20,1,3,1.3
81091,2935,2020,12,23,21,2,1,8.6
81092,2935,2021,1,21,21,0,3,4.3
81093,2935,2021,2,20,20,0,6,2.6
81094,2935,2021,3,23,23,0,10,2.2
81095,2935,2021,4,22,20,2,6,9.0
81096,2935,2021,5,21,20,1,10,9.6
81097,2935,2021,6,22,22,0,7,4.2
81098,2935,2021,7,22,21,1,10,5.7
81099,2935,2021,8,22,20,2,5,4.2
81100,2935,2021,9,22,21,1,0,3.7
81101,2935,2021,10,21,21,0,6,10.3
81102,2935,2021,11,22,20,2,8,4.2
81103,2935,2021,12,23,22,1,5,4.1
81104,2935,2022,1,21,20,1,5,0.4
81105,2935,2022,2,20,19,1,10,11.1
81106,2935,2022,3,23,23,0,6,3.5
81107,2935,2022,4,21,21,0,6,0.3
81108,2935,2022,5,22,22,0,8,0.7
81109,2935,2022,6,22,22,0,2,8.4
81110,2935,2022,7,21,20,1,3,2.5
81111,2935,2022,8,23,22,1,9,11.8
81112,2935,2022,9,22,22,0,6,2.5
81113,2935,2022,10,21,21,0,4,0.5
81114,2935,2022,11,22,20,2,7,10.8
81115,2935,2022,12,22,20,2,5,9.8
81116,2935,2023,1,22,21,1,10,4.4
81117,2935,2023,2,20,18,2,10,6.2
81118,2935,2023,3,23,23,0,8,8.6
81119,2935,2023,4,20,18,2,5,10.7
81120,2935,2023,5,23,23,0,4,8.0
81121,2935,2023,6,22,22,0,7,7.4
81122,2935,2023,7,21,19,2,9,10.1
81123,2935,2023,8,23,23,0,9,2.2
81124,2935,2023,9,21,20,1,2,2.0
81125,2935,2023,10,22,21,1,1,8.1
81126,2935,2023,11,22,22,0,2,7.2
81127,2935,2023,12,21,21,0,3,9.2
81128,2935,2024,1,23,21,2,3,11.3
81129,2935,2024,2,21,20,1,3,8.1
81130,2935,2024,3,21,20,1,6,0.1
81131,2935,2024,4,22,21,1,6,11.3
81132,2935,2024,5,23,22,1,4,7.2
81133,2935,2024,6,20,20,0,3,6.9
81134,2935,2024,7,23,23,0,6,4.6
81135,2935,2024,8,22,22,0,2,5.1
81136,2935,2024,9,21,21,0,7,7.0
81137,2935,2024,10,23,23,0,1,3.2
81138,2935,2024,11,21,20,1,5,2.4
81139,2935,2024,12,22,20,2,6,9.8
81140,2936,2021,11,22,20,2,7,11.4
81141,2936,2021,12,23,21,2,7,5.7
81142,2936,2022,1,21,21,0,9,5.3
81143,2936,2022,2,20,19,1,10,8.0
81144,2936,2022,3,23,21,2,7,8.4
81145,2936,2022,4,21,19,2,7,5.3
81146,2936,2022,5,22,22,0,1,4.6
81147,2936,2022,6,22,22,0,8,6.0
81148,2936,2022,7,21,19,2,6,3.5
81149,2936,2022,8,23,21,2,5,8.8
81150,2936,2022,9,22,22,0,3,11.9
81151,2936,2022,10,21,19,2,5,8.4
81152,2936,2022,11,22,22,0,3,1.4
81153,2936,2022,12,22,21,1,6,6.4
81154,2936,2023,1,22,22,0,10,4.2
81155,2936,2023,2,20,20,0,7,7.3
81156,2936,2023,3,23,23,0,5,1.8
81157,2936,2023,4,20,20,0,9,10.6
81158,2936,2023,5,23,23,0,2,1.6
81159,2936,2023,6,22,20,2,9,3.4
81160,2936,2023,7,21,19,2,10,1.3
81161,2936,2023,8,23,23,0,6,0.8
81162,2936,2023,9,21,19,2,9,7.2
81163,2936,2023,10,22,22,0,9,5.2
81164,2936,2023,11,22,20,2,8,2.5
81165,2936,2023,12,21,20,1,1,6.1
81166,2936,2024,1,23,22,1,2,10.0
81167,2936,2024,2,21,19,2,4,1.2
81168,2936,2024,3,21,19,2,7,1.3
81169,2936,2024,4,22,20,2,0,4.6
81170,2936,2024,5,23,21,2,10,11.0
81171,2936,2024,6,20,18,2,10,10.4
81172,2936,2024,7,23,22,1,0,8.8
81173,2936,2024,8,22,20,2,2,10.0
81174,2936,2024,9,21,20,1,2,5.3
81175,2936,2024,10,23,21,2,7,0.5
81176,2936,2024,11,21,19,2,4,2.0
81177,2936,2024,12,22,21,1,10,8.0
81178,2937,2020,1,23,23,0,2,11.1
81179,2937,2020,2,20,19,1,4,11.8
81180,2937,2020,3,22,22,0,8,9.4
81181,2937,2020,4,22,21,1,2,10.3
81182,2937,2020,5,21,19,2,0,1.2
81183,2937,2020,6,22,22,0,5,1.7
81184,2937,2020,7,23,22,1,8,3.2
81185,2937,2020,8,21,21,0,2,10.1
81186,2937,2020,9,22,21,1,0,10.8
81187,2937,2020,10,22,21,1,6,2.6
81188,2937,2020,11,21,21,0,4,8.8
81189,2937,2020,12,23,22,1,10,7.7
81190,2937,2021,1,21,19,2,3,7.5
81191,2937,2021,2,20,20,0,1,10.0
81192,2937,2021,3,23,23,0,4,7.6
81193,2937,2021,4,22,20,2,9,0.2
81194,2937,2021,5,21,19,2,5,7.5
81195,2937,2021,6,22,20,2,8,10.7
81196,2937,2021,7,22,21,1,1,8.4
81197,2937,2021,8,22,22,0,1,2.1
81198,2937,2021,9,22,22,0,8,0.5
81199,2937,2021,10,21,20,1,3,1.1
81200,2937,2021,11,22,21,1,5,5.4
81201,2937,2021,12,23,22,1,2,0.0
81202,2937,2022,1,21,20,1,4,4.7
81203,2937,2022,2,20,18,2,8,5.6
81204,2937,2022,3,23,21,2,3,2.0
81205,2937,2022,4,21,21,0,7,10.6
81206,2937,2022,5,22,20,2,9,11.7
81207,2937,2022,6,22,20,2,4,0.8
81208,2937,2022,7,21,20,1,4,8.6
81209,2937,2022,8,23,22,1,2,4.5
81210,2937,2022,9,22,20,2,7,11.9
81211,2937,2022,10,21,19,2,0,10.3
81212,2937,2022,11,22,21,1,5,8.6
81213,2937,2022,12,22,22,0,4,10.4
81214,2937,2023,1,22,21,1,6,2.4
81215,2937,2023,2,20,20,0,5,10.6
81216,2937,2023,3,23,23,0,1,11.5
81217,2937,2023,4,20,19,1,0,8.6
81218,2937,2023,5,23,23,0,6,9.4
81219,2937,2023,6,22,20,2,8,0.0
81220,2937,2023,7,21,21,0,0,0.5
81221,2937,2023,8,23,23,0,0,10.9
81222,2937,2023,9,21,21,0,6,7.6
81223,2937,2023,10,22,20,2,7,9.1
81224,2937,2023,11,22,21,1,0,9.1
81225,2937,2023,12,21,20,1,3,1.6
81226,2937,2024,1,23,23,0,10,9.4
81227,2937,2024,2,21,21,0,1,2.5
81228,2937,2024,3,21,21,0,2,6.0
81229,2937,2024,4,22,21,1,1,6.7
81230,2937,2024,5,23,22,1,8,12.0
81231,2937,2024,6,20,19,1,5,2.3
81232,2937,2024,7,23,22,1,4,8.0
81233,2937,2024,8,22,20,2,4,0.7
81234,2937,2024,9,21,21,0,1,11.3
81235,2937,2024,10,23,22,1,1,7.3
81236,2937,2024,11,21,21,0,2,6.6
81237,2937,2024,12,22,22,0,5,2.8
81238,2938,2020,1,23,23,0,4,10.5
81239,2938,2020,2,20,18,2,8,5.3
81240,2938,2020,3,22,20,2,6,4.7
81241,2938,2020,4,22,21,1,0,4.3
81242,2938,2020,5,21,21,0,6,9.4
81243,2938,2020,6,22,20,2,0,2.5
81244,2938,2020,7,23,22,1,6,9.7
81245,2938,2020,8,21,19,2,7,10.9
81246,2938,2020,9,22,21,1,10,4.2
81247,2938,2020,10,22,21,1,7,8.5
81248,2938,2020,11,21,21,0,6,6.0
81249,2938,2020,12,23,21,2,1,4.8
81250,2938,2021,1,21,20,1,2,0.6
81251,2938,2021,2,20,18,2,10,10.8
81252,2938,2021,3,23,21,2,0,11.0
81253,2938,2021,4,22,22,0,6,10.2
81254,2938,2021,5,21,20,1,7,10.0
81255,2938,2021,6,22,21,1,4,4.5
81256,2938,2021,7,22,20,2,10,10.0
81257,2938,2021,8,22,22,0,10,2.9
81258,2938,2021,9,22,21,1,0,8.8
81259,2938,2021,10,21,21,0,1,9.2
81260,2938,2021,11,22,20,2,6,2.5
81261,2938,2021,12,23,23,0,1,9.6
81262,2938,2022,1,21,20,1,6,3.1
81263,2938,2022,2,20,19,1,5,10.2
81264,2938,2022,3,23,22,1,3,7.8
81265,2938,2022,4,21,20,1,6,3.7
81266,2938,2022,5,22,20,2,5,11.2
81267,2938,2022,6,22,21,1,9,4.3
81268,2938,2022,7,21,19,2,9,2.8
81269,2938,2022,8,23,21,2,10,9.8
81270,2938,2022,9,22,21,1,2,4.0
81271,2938,2022,10,21,21,0,4,1.2
81272,2938,2022,11,22,22,0,0,1.3
81273,2938,2022,12,22,20,2,7,3.3
81274,2938,2023,1,22,22,0,5,3.5
81275,2938,2023,2,20,18,2,8,0.1
81276,2938,2023,3,23,22,1,9,9.9
81277,2938,2023,4,20,20,0,1,9.1
81278,2938,2023,5,23,21,2,2,7.3
81279,2938,2023,6,22,21,1,2,1.5
81280,2938,2023,7,21,20,1,6,8.1
81281,2938,2023,8,23,21,2,3,0.2
81282,2938,2023,9,21,20,1,5,5.1
81283,2938,2023,10,22,22,0,2,1.7
81284,2938,2023,11,22,20,2,6,8.1
81285,2938,2023,12,21,21,0,8,6.3
81286,2938,2024,1,23,22,1,8,11.4
81287,2938,2024,2,21,20,1,8,5.0
81288,2938,2024,3,21,19,2,8,9.9
81289,2938,2024,4,22,20,2,8,7.0
81290,2938,2024,5,23,22,1,3,2.2
81291,2938,2024,6,20,20,0,2,3.9
81292,2938,2024,7,23,23,0,0,9.3
81293,2938,2024,8,22,22,0,1,4.6
81294,2938,2024,9,21,19,2,6,11.9
81295,2938,2024,10,23,22,1,5,12.0
81296,2938,2024,11,21,20,1,9,8.3
81297,2938,2024,12,22,21,1,1,7.3
81298,2939,2020,1,23,22,1,6,11.3
81299,2939,2020,2,20,19,1,2,7.2
81300,2939,2020,3,22,20,2,7,2.9
81301,2939,2020,4,22,20,2,3,1.9
81302,2939,2020,5,21,19,2,8,8.9
81303,2939,2020,6,22,20,2,8,6.0
81304,2939,2020,7,23,21,2,10,9.9
81305,2939,2020,8,21,20,1,10,1.0
81306,2939,2020,9,22,20,2,9,6.1
81307,2939,2020,10,22,20,2,1,5.1
81308,2939,2020,11,21,20,1,9,1.0
81309,2939,2020,12,23,22,1,4,9.5
81310,2939,2021,1,21,20,1,6,7.9
81311,2939,2021,2,20,19,1,2,9.6
81312,2939,2021,3,23,23,0,7,5.1
81313,2939,2021,4,22,20,2,0,3.5
81314,2939,2021,5,21,19,2,7,2.6
81315,2939,2021,6,22,22,0,7,9.5
81316,2939,2021,7,22,21,1,8,10.9
81317,2939,2021,8,22,21,1,1,5.2
81318,2939,2021,9,22,21,1,2,8.7
81319,2939,2021,10,21,20,1,3,8.6
81320,2939,2021,11,22,22,0,3,4.3
81321,2939,2021,12,23,21,2,10,11.4
81322,2939,2022,1,21,19,2,3,5.5
81323,2939,2022,2,20,20,0,7,8.8
81324,2939,2022,3,23,23,0,0,7.1
81325,2939,2022,4,21,19,2,5,0.4
81326,2939,2022,5,22,21,1,8,9.0
81327,2939,2022,6,22,21,1,0,9.0
81328,2939,2022,7,21,20,1,3,11.0
81329,2939,2022,8,23,23,0,1,7.7
81330,2939,2022,9,22,20,2,4,10.6
81331,2939,2022,10,21,19,2,6,1.7
81332,2939,2022,11,22,20,2,1,7.5
81333,2939,2022,12,22,20,2,4,7.5
81334,2939,2023,1,22,21,1,2,4.2
81335,2939,2023,2,20,19,1,5,7.1
81336,2939,2023,3,23,22,1,3,9.2
81337,2939,2023,4,20,20,0,8,5.5
81338,2939,2023,5,23,22,1,7,7.0
81339,2939,2023,6,22,20,2,10,3.5
81340,2939,2023,7,21,21,0,9,11.4
81341,2939,2023,8,23,22,1,4,6.9
81342,2939,2023,9,21,21,0,5,7.0
81343,2939,2023,10,22,21,1,2,4.8
81344,2939,2023,11,22,21,1,2,5.8
81345,2939,2023,12,21,21,0,1,8.2
81346,2939,2024,1,23,21,2,6,11.4
81347,2939,2024,2,21,20,1,3,9.2
81348,2939,2024,3,21,21,0,6,11.4
81349,2939,2024,4,22,20,2,6,6.9
81350,2939,2024,5,23,23,0,0,1.3
81351,2939,2024,6,20,20,0,1,7.0
81352,2939,2024,7,23,22,1,8,8.3
81353,2939,2024,8,22,21,1,5,4.8
81354,2939,2024,9,21,19,2,2,3.6
81355,2939,2024,10,23,21,2,4,1.9
81356,2939,2024,11,21,21,0,9,4.7
81357,2939,2024,12,22,22,0,8,8.4
81358,2940,2023,5,23,22,1,6,8.4
81359,2940,2023,6,22,21,1,1,4.6
81360,2940,2023,7,21,21,0,9,5.9
81361,2940,2023,8,23,22,1,6,4.2
81362,2940,2023,9,21,21,0,2,7.5
81363,2940,2023,10,22,22,0,5,0.6
81364,2940,2023,11,22,20,2,4,2.1
81365,2940,2023,12,21,21,0,4,10.6
81366,2940,2024,1,23,22,1,0,9.8
81367,2940,2024,2,21,19,2,10,10.6
81368,2940,2024,3,21,19,2,3,2.4
81369,2940,2024,4,22,20,2,4,0.9
81370,2940,2024,5,23,21,2,6,2.9
81371,2940,2024,6,20,19,1,0,7.3
81372,2940,2024,7,23,23,0,2,1.7
81373,2940,2024,8,22,20,2,1,0.2
81374,2940,2024,9,21,19,2,3,2.1
81375,2940,2024,10,23,21,2,1,3.1
81376,2940,2024,11,21,19,2,0,3.0
81377,2940,2024,12,22,21,1,8,1.2
81378,2941,2023,8,23,21,2,5,7.8
81379,2941,2023,9,21,20,1,4,8.3
81380,2941,2023,10,22,20,2,8,0.4
81381,2941,2023,11,22,21,1,6,5.6
81382,2941,2023,12,21,19,2,2,4.0
81383,2941,2024,1,23,22,1,8,3.8
81384,2941,2024,2,21,20,1,1,5.8
81385,2941,2024,3,21,20,1,2,9.9
81386,2941,2024,4,22,22,0,10,1.2
81387,2941,2024,5,23,23,0,10,0.8
81388,2942,2023,12,21,19,2,5,1.8
81389,2942,2024,1,23,21,2,3,8.2
81390,2942,2024,2,21,19,2,3,6.6
81391,2942,2024,3,21,21,0,4,4.1
81392,2942,2024,4,22,20,2,0,7.1
81393,2942,2024,5,23,22,1,6,6.1
81394,2942,2024,6,20,20,0,5,1.0
81395,2943,2024,2,21,19,2,10,6.0
81396,2943,2024,3,21,19,2,9,1.8
81397,2943,2024,4,22,20,2,0,0.3
81398,2943,2024,5,23,22,1,4,0.2
81399,2943,2024,6,20,19,1,2,4.0
81400,2943,2024,7,23,21,2,8,2.3
81401,2943,2024,8,22,21,1,4,0.1
81402,2943,2024,9,21,21,0,10,5.7
81403,2943,2024,10,23,23,0,5,11.1
81404,2943,2024,11,21,21,0,8,7.6
81405,2943,2024,12,22,20,2,10,1.4
81406,2944,2022,10,21,20,1,6,7.2
81407,2944,2022,11,22,20,2,9,1.5
81408,2944,2022,12,22,22,0,7,6.4
81409,2944,2023,1,22,20,2,6,9.9
81410,2944,2023,2,20,20,0,10,9.5
81411,2944,2023,3,23,21,2,10,9.8
81412,2944,2023,4,20,20,0,0,8.6
81413,2944,2023,5,23,21,2,8,3.7
81414,2944,2023,6,22,22,0,3,2.6
81415,2944,2023,7,21,20,1,8,5.7
81416,2944,2023,8,23,21,2,0,3.9
81417,2944,2023,9,21,19,2,8,8.7
81418,2944,2023,10,22,20,2,6,9.2
81419,2944,2023,11,22,20,2,0,2.7
81420,2944,2023,12,21,21,0,8,10.4
81421,2944,2024,1,23,22,1,10,6.5
81422,2944,2024,2,21,20,1,2,8.6
81423,2944,2024,3,21,20,1,9,6.0
81424,2944,2024,4,22,22,0,8,4.5
81425,2944,2024,5,23,21,2,0,7.2
81426,2944,2024,6,20,18,2,8,6.5
81427,2944,2024,7,23,21,2,2,2.9
81428,2944,2024,8,22,22,0,6,10.2
81429,2944,2024,9,21,19,2,7,1.9
81430,2944,2024,10,23,21,2,1,9.6
81431,2944,2024,11,21,19,2,8,9.6
81432,2944,2024,12,22,22,0,1,11.8
81433,2945,2022,3,23,23,0,1,4.8
81434,2945,2022,4,21,21,0,5,1.1
81435,2945,2022,5,22,21,1,1,5.3
81436,2945,2022,6,22,22,0,0,9.3
81437,2945,2022,7,21,21,0,1,3.0
81438,2945,2022,8,23,23,0,1,9.6
81439,2945,2022,9,22,20,2,1,7.7
81440,2945,2022,10,21,20,1,9,3.8
81441,2945,2022,11,22,22,0,10,2.6
81442,2945,2022,12,22,21,1,5,10.7
81443,2945,2023,1,22,22,0,7,7.7
81444,2945,2023,2,20,19,1,8,8.7
81445,2945,2023,3,23,22,1,5,6.4
81446,2945,2023,4,20,19,1,10,8.7
81447,2945,2023,5,23,23,0,10,8.0
81448,2945,2023,6,22,21,1,4,10.0
81449,2945,2023,7,21,20,1,9,11.1
81450,2945,2023,8,23,23,0,8,11.8
81451,2945,2023,9,21,19,2,8,0.6
81452,2945,2023,10,22,20,2,2,10.1
81453,2945,2023,11,22,21,1,5,6.4
81454,2945,2023,12,21,21,0,10,4.5
81455,2945,2024,1,23,23,0,10,8.5
81456,2945,2024,2,21,21,0,7,8.9
81457,2945,2024,3,21,20,1,3,1.6
81458,2945,2024,4,22,22,0,0,9.9
81459,2945,2024,5,23,21,2,6,7.8
81460,2945,2024,6,20,19,1,9,11.2
81461,2945,2024,7,23,23,0,3,5.8
81462,2945,2024,8,22,22,0,7,10.5
81463,2945,2024,9,21,21,0,5,1.7
81464,2945,2024,10,23,21,2,10,3.0
81465,2945,2024,11,21,21,0,6,9.4
81466,2945,2024,12,22,22,0,8,10.1
81467,2946,2020,1,23,23,0,1,2.1
81468,2946,2020,2,20,19,1,2,5.7
81469,2946,2020,3,22,22,0,5,1.6
81470,2946,2020,4,22,22,0,7,3.7
81471,2946,2020,5,21,20,1,2,2.8
81472,2946,2020,6,22,20,2,7,1.6
81473,2946,2020,7,23,22,1,9,9.5
81474,2946,2020,8,21,19,2,3,10.3
81475,2946,2020,9,22,21,1,5,5.7
81476,2946,2020,10,22,20,2,5,0.0
81477,2946,2020,11,21,21,0,5,9.1
81478,2946,2020,12,23,23,0,1,1.7
81479,2946,2021,1,21,21,0,0,9.2
81480,2946,2021,2,20,20,0,8,5.5
81481,2946,2021,3,23,21,2,6,3.8
81482,2946,2021,4,22,21,1,9,3.4
81483,2946,2021,5,21,21,0,5,11.7
81484,2946,2021,6,22,21,1,3,10.3
81485,2946,2021,7,22,21,1,0,8.9
81486,2946,2021,8,22,22,0,8,8.6
81487,2946,2021,9,22,20,2,8,11.5
81488,2946,2021,10,21,20,1,8,4.7
81489,2946,2021,11,22,20,2,7,8.7
81490,2946,2021,12,23,23,0,6,11.7
81491,2946,2022,1,21,21,0,0,5.8
81492,2946,2022,2,20,20,0,8,4.4
81493,2946,2022,3,23,23,0,10,5.6
81494,2946,2022,4,21,20,1,3,4.8
81495,2946,2022,5,22,21,1,10,6.3
81496,2946,2022,6,22,22,0,10,11.7
81497,2946,2022,7,21,20,1,8,7.4
81498,2946,2022,8,23,23,0,0,6.5
81499,2946,2022,9,22,22,0,1,4.8
81500,2946,2022,10,21,21,0,7,10.5
81501,2946,2022,11,22,21,1,10,6.3
81502,2946,2022,12,22,22,0,3,1.5
81503,2946,2023,1,22,22,0,10,6.8
81504,2946,2023,2,20,18,2,9,8.9
81505,2946,2023,3,23,22,1,0,0.3
81506,2946,2023,4,20,18,2,10,4.1
81507,2946,2023,5,23,21,2,8,3.9
81508,2946,2023,6,22,21,1,4,3.5
81509,2946,2023,7,21,21,0,10,11.4
81510,2946,2023,8,23,21,2,6,0.3
81511,2946,2023,9,21,19,2,5,4.2
81512,2946,2023,10,22,20,2,5,9.9
81513,2946,2023,11,22,20,2,5,3.9
81514,2946,2023,12,21,19,2,8,7.0
81515,2946,2024,1,23,21,2,1,2.8
81516,2946,2024,2,21,19,2,3,2.8
81517,2946,2024,3,21,21,0,9,9.8
81518,2946,2024,4,22,21,1,0,5.0
81519,2946,2024,5,23,21,2,4,3.1
81520,2946,2024,6,20,20,0,9,3.4
81521,2946,2024,7,23,21,2,5,4.9
81522,2946,2024,8,22,21,1,6,9.0
81523,2946,2024,9,21,20,1,3,1.7
81524,2946,2024,10,23,23,0,2,5.1
81525,2946,2024,11,21,19,2,3,11.2
81526,2946,2024,12,22,20,2,0,7.5
81527,2947,2023,2,20,19,1,3,4.7
81528,2947,2023,3,23,22,1,8,10.4
81529,2947,2023,4,20,18,2,4,3.8
81530,2947,2023,5,23,21,2,6,9.5
81531,2947,2023,6,22,20,2,3,10.4
81532,2947,2023,7,21,21,0,3,2.6
81533,2947,2023,8,23,23,0,1,0.1
81534,2947,2023,9,21,19,2,3,7.3
81535,2947,2023,10,22,20,2,6,11.2
81536,2947,2023,11,22,21,1,6,6.1
81537,2947,2023,12,21,19,2,6,11.4
81538,2947,2024,1,23,23,0,7,8.1
81539,2947,2024,2,21,19,2,3,11.0
81540,2947,2024,3,21,20,1,9,10.0
81541,2947,2024,4,22,20,2,9,1.2
81542,2947,2024,5,23,21,2,7,4.1
81543,2947,2024,6,20,18,2,6,3.3
81544,2947,2024,7,23,22,1,9,4.2
81545,2947,2024,8,22,22,0,2,11.8
81546,2947,2024,9,21,19,2,2,0.6
81547,2947,2024,10,23,22,1,7,8.5
81548,2947,2024,11,21,19,2,2,7.2
81549,2947,2024,12,22,21,1,7,10.6
81550,2948,2020,1,23,23,0,0,5.7
81551,2948,2020,2,20,19,1,3,10.9
81552,2948,2020,3,22,21,1,4,4.6
81553,2948,2020,4,22,22,0,2,8.9
81554,2948,2020,5,21,19,2,2,4.2
81555,2948,2020,6,22,20,2,2,0.4
81556,2948,2020,7,23,23,0,9,0.2
81557,2948,2020,8,21,21,0,8,2.2
81558,2948,2020,9,22,21,1,1,0.0
81559,2948,2020,10,22,20,2,4,4.8
81560,2948,2020,11,21,21,0,9,3.2
81561,2948,2020,12,23,22,1,0,9.5
81562,2948,2021,1,21,20,1,3,9.8
81563,2948,2021,2,20,20,0,0,10.8
81564,2948,2021,3,23,23,0,0,5.2
81565,2948,2021,4,22,21,1,5,3.0
81566,2948,2021,5,21,19,2,3,0.1
81567,2948,2021,6,22,21,1,0,7.2
81568,2948,2021,7,22,22,0,2,5.6
81569,2948,2021,8,22,21,1,10,4.2
81570,2948,2021,9,22,21,1,5,2.9
81571,2948,2021,10,21,19,2,0,6.6
81572,2948,2021,11,22,22,0,0,10.4
81573,2948,2021,12,23,21,2,5,7.1
81574,2948,2022,1,21,20,1,1,8.4
81575,2948,2022,2,20,19,1,2,3.1
81576,2948,2022,3,23,22,1,3,10.0
81577,2948,2022,4,21,20,1,9,11.4
81578,2948,2022,5,22,22,0,2,3.5
81579,2948,2022,6,22,21,1,5,10.5
81580,2948,2022,7,21,21,0,0,10.5
81581,2948,2022,8,23,22,1,1,9.7
81582,2948,2022,9,22,21,1,10,8.1
81583,2948,2022,10,21,20,1,3,9.3
81584,2948,2022,11,22,22,0,10,4.7
81585,2948,2022,12,22,21,1,2,7.9
81586,2948,2023,1,22,22,0,1,4.3
81587,2948,2023,2,20,19,1,4,2.6
81588,2948,2023,3,23,21,2,5,10.6
81589,2948,2023,4,20,19,1,8,5.9
81590,2948,2023,5,23,21,2,9,2.8
81591,2948,2023,6,22,22,0,6,6.4
81592,2948,2023,7,21,19,2,0,1.0
81593,2948,2023,8,23,21,2,2,0.4
81594,2948,2023,9,21,19,2,6,0.9
81595,2948,2023,10,22,20,2,1,0.2
81596,2948,2023,11,22,20,2,3,9.5
81597,2948,2023,12,21,21,0,3,7.3
81598,2948,2024,1,23,23,0,9,8.7
81599,2948,2024,2,21,19,2,1,2.0
81600,2948,2024,3,21,20,1,3,9.3
81601,2948,2024,4,22,22,0,4,6.6
81602,2948,2024,5,23,21,2,7,9.2
81603,2948,2024,6,20,20,0,10,4.5
81604,2948,2024,7,23,21,2,10,7.4
81605,2948,2024,8,22,20,2,6,5.4
81606,2948,2024,9,21,20,1,2,9.8
81607,2948,2024,10,23,23,0,7,11.9
81608,2948,2024,11,21,21,0,5,8.9
81609,2948,2024,12,22,22,0,9,7.8
81610,2949,2023,5,23,23,0,3,9.9
81611,2949,2023,6,22,21,1,2,3.8
81612,2949,2023,7,21,21,0,6,8.1
81613,2949,2023,8,23,22,1,9,2.2
81614,2949,2023,9,21,20,1,5,8.5
81615,2949,2023,10,22,22,0,4,11.9
81616,2949,2023,11,22,21,1,5,11.3
81617,2949,2023,12,21,19,2,2,7.2
81618,2949,2024,1,23,23,0,1,8.1
81619,2949,2024,2,21,21,0,0,10.4
81620,2949,2024,3,21,21,0,4,10.4
81621,2949,2024,4,22,20,2,3,3.6
81622,2949,2024,5,23,23,0,8,6.8
81623,2949,2024,6,20,19,1,0,8.5
81624,2949,2024,7,23,23,0,6,3.4
81625,2949,2024,8,22,21,1,1,6.4
81626,2949,2024,9,21,21,0,0,2.0
81627,2949,2024,10,23,22,1,9,0.7
81628,2949,2024,11,21,21,0,4,1.0
81629,2949,2024,12,22,22,0,9,7.4
81630,2950,2020,1,23,23,0,9,10.2
81631,2950,2020,2,20,18,2,9,7.7
81632,2950,2020,3,22,21,1,1,9.1
81633,2950,2020,4,22,22,0,5,9.6
81634,2950,2020,5,21,20,1,10,10.9
81635,2950,2020,6,22,21,1,1,8.4
81636,2950,2020,7,23,23,0,3,6.7
81637,2950,2020,8,21,20,1,8,3.0
81638,2950,2020,9,22,22,0,3,7.7
81639,2950,2020,10,22,22,0,4,10.8
81640,2950,2020,11,21,19,2,9,0.8
81641,2950,2020,12,23,22,1,5,8.5
81642,2950,2021,1,21,21,0,1,1.8
81643,2950,2021,2,20,20,0,8,8.2
81644,2950,2021,3,23,21,2,4,5.9
81645,2950,2021,4,22,20,2,0,5.5
81646,2950,2021,5,21,21,0,0,2.3
81647,2950,2021,6,22,21,1,4,1.8
81648,2950,2021,7,22,22,0,3,1.2
81649,2950,2021,8,22,22,0,4,8.7
81650,2950,2021,9,22,20,2,9,7.4
81651,2950,2021,10,21,20,1,3,2.3
81652,2950,2021,11,22,20,2,7,1.7
81653,2950,2021,12,23,21,2,6,8.3
81654,2950,2022,1,21,21,0,7,0.1
81655,2950,2022,2,20,19,1,1,6.4
81656,2950,2022,3,23,21,2,0,10.6
81657,2950,2022,4,21,19,2,8,5.5
81658,2950,2022,5,22,22,0,6,11.3
81659,2950,2022,6,22,21,1,3,2.9
