history_id,employee_id,job_id,department_id,location_id,salary,start_date,end_date,change_reason
3933,2666,29,17,6,57900,2024-05-26,,Department Restructure
3934,2667,45,23,13,70300,2016-06-15,2017-11-12,New Hire
3935,2667,45,23,13,94400,2017-11-12,2021-08-05,New Hire
3936,2667,45,23,13,70500,2021-08-05,2023-10-10,Lateral Move
3937,2667,45,23,13,78000,2023-10-10,2024-11-29,Lateral Move
3938,2667,45,23,13,87900,2024-11-29,,Manager Request
3939,2668,16,5,15,149700,2015-06-29,2019-07-29,New Hire
3940,2668,17,5,15,171100,2019-07-29,,Promotion
3941,2669,35,21,1,102000,2024-10-01,,New Hire
3942,2670,31,14,10,83500,2022-08-29,2024-05-31,New Hire
3943,2670,29,14,10,71400,2024-05-31,,Lateral Move
3944,2671,45,23,11,69300,2024-07-19,,New Hire
3945,2672,36,21,3,107500,2015-01-31,2024-05-28,New Hire
3946,2672,35,21,3,87700,2024-05-28,,Lateral Move
3947,2673,14,3,4,122200,2016-12-13,2019-07-25,New Hire
3948,2673,14,3,4,115700,2019-07-25,2024-07-29,Performance Based
3949,2673,14,3,4,97700,2024-07-29,,Promotion
3950,2674,35,20,12,105100,2022-03-31,2024-09-24,New Hire
3951,2674,36,20,12,114100,2024-09-24,,Promotion
3952,2675,19,8,3,92900,2016-10-21,2023-06-13,New Hire
3953,2675,20,8,3,149100,2023-06-13,2024-09-03,Manager Request
3954,2675,18,8,3,61900,2024-09-03,,Promotion
3955,2676,45,23,5,85000,2016-12-29,2020-10-03,New Hire
3956,2676,45,23,5,80200,2020-10-03,2023-03-27,Performance Based
3957,2676,45,23,5,87200,2023-03-27,2024-12-30,Manager Request
3958,2676,45,23,5,92400,2024-12-30,,Performance Based
3959,2677,36,21,9,124200,2019-04-06,,New Hire
3960,2678,30,15,3,121500,2021-03-22,2024-08-09,New Hire
3961,2678,30,15,3,123900,2024-08-09,,Lateral Move
3962,2679,29,16,15,56300,2022-09-20,2023-11-02,New Hire
3963,2679,30,16,15,105000,2023-11-02,,Promotion
3964,2680,46,27,12,103000,2016-12-11,2020-12-25,New Hire
3965,2680,46,27,12,110700,2020-12-25,2024-03-11,New Hire
3966,2680,46,27,12,102000,2024-03-11,,Performance Based
3967,2681,45,24,9,89000,2022-05-20,2024-11-07,New Hire
3968,2681,45,24,9,72700,2024-11-07,,Manager Request
3969,2682,36,21,9,135100,2017-10-02,2018-11-28,New Hire
3970,2682,37,21,9,123700,2018-11-28,2024-07-13,Promotion
3971,2682,35,21,9,83300,2024-07-13,,New Hire
3972,2683,15,4,7,132600,2020-03-15,2021-09-23,New Hire
3973,2683,15,4,7,117000,2021-09-23,2022-09-26,Lateral Move
3974,2683,15,4,7,135400,2022-09-26,,New Hire
3975,2684,25,11,2,125300,2021-06-27,2023-07-04,New Hire
3976,2684,25,11,2,105400,2023-07-04,,Promotion
3977,2685,48,27,4,203500,2017-02-08,2020-06-07,New Hire
3978,2685,46,27,4,100900,2020-06-07,2023-12-10,Department Restructure
3979,2685,47,27,4,131900,2023-12-10,2024-12-15,Manager Request
3980,2685,47,27,4,160900,2024-12-15,,Promotion
3981,2686,48,25,3,234200,2023-01-27,,New Hire
3982,2687,29,17,6,57600,2015-04-30,2022-03-23,New Hire
3983,2687,29,17,6,73700,2022-03-23,2024-08-07,Promotion
3984,2687,30,17,6,98500,2024-08-07,,Manager Request
3985,2688,12,2,13,108500,2015-06-08,2021-08-09,New Hire
3986,2688,10,2,13,106300,2021-08-09,2023-12-07,Department Restructure
3987,2688,12,2,13,119400,2023-12-07,2024-12-06,Promotion
3988,2688,11,2,13,152800,2024-12-06,,Promotion
3989,2689,30,17,9,102200,2017-05-16,2023-03-12,New Hire
3990,2689,30,17,9,123900,2023-03-12,2024-11-20,Manager Request
3991,2689,30,17,9,115000,2024-11-20,,Manager Request
3992,2690,37,18,5,161600,2023-12-20,,New Hire
3993,2691,14,3,10,94400,2015-10-04,2017-07-06,New Hire
3994,2691,14,3,10,117000,2017-07-06,,New Hire
3995,2692,46,25,2,115700,2016-11-20,2021-11-23,New Hire
3996,2692,46,25,2,106600,2021-11-23,2023-08-18,Performance Based
3997,2692,48,25,2,207900,2023-08-18,,Lateral Move
3998,2693,37,21,2,143000,2015-08-25,,New Hire
3999,2694,14,3,2,95800,2015-07-22,2016-09-13,New Hire
4000,2694,14,3,2,123700,2016-09-13,2022-03-04,Manager Request
4001,2694,14,3,2,91600,2022-03-04,2024-08-24,Lateral Move
4002,2694,14,3,2,115400,2024-08-24,,Promotion
4003,2695,30,14,2,116300,2016-07-29,2020-06-21,New Hire
4004,2695,30,14,2,104800,2020-06-21,2023-05-06,Manager Request
4005,2695,29,14,2,63500,2023-05-06,2024-07-21,Promotion
4006,2695,31,14,2,67700,2024-07-21,,Manager Request
4007,2696,16,5,12,111900,2021-12-08,2023-01-18,New Hire
4008,2696,16,5,12,136800,2023-01-18,,Promotion
4009,2697,49,30,7,70900,2021-12-30,2024-10-15,New Hire
4010,2697,50,30,7,54700,2024-10-15,,Performance Based
4011,2698,6,1,3,170700,2022-04-22,2024-05-22,New Hire
4012,2698,1,1,3,71800,2024-05-22,,Promotion
4013,2699,15,4,6,112800,2023-11-14,,New Hire
4014,2700,24,11,12,74500,2018-03-24,2023-01-21,New Hire
4015,2700,24,11,12,70400,2023-01-21,2024-06-19,Manager Request
4016,2700,24,11,12,81600,2024-06-19,,Department Restructure
4017,2701,23,13,10,61200,2023-04-07,,New Hire
4018,2702,45,23,4,89700,2023-09-19,,New Hire
4019,2703,25,11,15,108600,2023-07-25,,New Hire
4020,2704,17,5,8,191500,2019-10-01,2022-07-24,New Hire
4021,2704,16,5,8,135500,2022-07-24,2023-12-15,New Hire
4022,2704,16,5,8,154300,2023-12-15,,Lateral Move
4023,2705,34,20,4,53900,2023-02-07,,New Hire
4024,2706,35,21,1,83700,2017-12-09,2021-07-14,New Hire
4025,2706,35,21,1,73700,2021-07-14,2024-03-06,Performance Based
4026,2706,37,21,1,159600,2024-03-06,,Lateral Move
4027,2707,23,10,8,50000,2016-05-29,2022-01-22,New Hire
4028,2707,26,10,8,78500,2022-01-22,2024-10-02,Promotion
4029,2707,23,10,8,61800,2024-10-02,,Department Restructure
4030,2708,30,15,13,104800,2023-11-01,,New Hire
4031,2709,29,14,7,73900,2017-10-30,2019-10-26,New Hire
4032,2709,29,14,7,71000,2019-10-26,,Department Restructure
4033,2710,8,2,13,93900,2020-10-11,2024-09-23,New Hire
4034,2710,9,2,13,119500,2024-09-23,,Manager Request
4035,2711,30,15,9,99700,2016-01-08,2019-01-13,New Hire
4036,2711,30,15,9,111200,2019-01-13,2020-05-31,Lateral Move
4037,2711,30,15,9,112400,2020-05-31,2021-11-02,New Hire
4038,2711,29,15,9,71800,2021-11-02,2024-12-25,New Hire
4039,2711,29,15,9,58300,2024-12-25,,Manager Request
4040,2712,24,12,8,73200,2021-08-28,,New Hire
4041,2713,30,14,14,93600,2015-08-13,2024-03-03,New Hire
4042,2713,29,14,14,59000,2024-03-03,,Lateral Move
4043,2714,19,9,10,94000,2023-12-30,,New Hire
4044,2715,50,28,9,53900,2022-11-25,2024-01-21,New Hire
4045,2715,49,28,9,76400,2024-01-21,,Department Restructure
4046,2716,3,26,15,157300,2016-10-07,2020-04-13,New Hire
4047,2716,46,26,15,104000,2020-04-13,2021-08-11,Performance Based
4048,2716,46,26,15,126800,2021-08-11,,New Hire
4049,2717,25,12,1,97200,2017-09-16,2020-11-10,New Hire
4050,2717,25,12,1,108900,2020-11-10,2022-04-23,Lateral Move
4051,2717,25,12,1,101500,2022-04-23,2023-07-11,Promotion
4052,2717,25,12,1,100300,2023-07-11,,Lateral Move
4053,2718,29,14,1,61200,2018-09-19,2020-07-09,New Hire
4054,2718,31,14,1,66100,2020-07-09,2024-01-27,New Hire
4055,2718,31,14,1,88500,2024-01-27,,Promotion
4056,2719,29,15,13,73300,2015-06-06,2022-12-06,New Hire
4057,2719,29,15,13,68100,2022-12-06,2024-10-29,Manager Request
4058,2719,29,15,13,56200,2024-10-29,,Promotion
4059,2720,45,23,3,82200,2018-07-18,2021-06-23,New Hire
4060,2720,45,23,3,86200,2021-06-23,2023-04-04,Manager Request
4061,2720,45,23,3,79800,2023-04-04,2024-12-17,Promotion
4062,2720,45,23,3,88500,2024-12-17,,Manager Request
4063,2721,29,17,10,71200,2018-05-08,2020-05-08,New Hire
4064,2721,30,17,10,124100,2020-05-08,2023-09-20,Department Restructure
4065,2721,30,17,10,91500,2023-09-20,,Department Restructure
4066,2722,20,8,10,112600,2020-03-16,2022-06-08,New Hire
4067,2722,19,8,10,112100,2022-06-08,2023-09-12,Performance Based
4068,2722,19,8,10,87000,2023-09-12,,Department Restructure
4069,2723,30,14,10,123400,2016-09-04,2019-12-01,New Hire
4070,2723,31,14,10,80000,2019-12-01,2021-05-24,Department Restructure
4071,2723,30,14,10,124000,2021-05-24,2024-03-12,Performance Based
4072,2723,31,14,10,74300,2024-03-12,,Lateral Move
4073,2724,20,6,5,127500,2017-05-17,2022-09-29,New Hire
4074,2724,19,6,5,87800,2022-09-29,2024-08-27,Department Restructure
4075,2724,20,6,5,123900,2024-08-27,,Department Restructure
4076,2725,29,15,11,56300,2024-03-27,,New Hire
4077,2726,12,2,3,120700,2021-01-27,2023-09-22,New Hire
4078,2726,8,2,3,87400,2023-09-22,,New Hire
4079,2727,37,21,4,148200,2016-01-29,2018-11-12,New Hire
4080,2727,36,21,4,146000,2018-11-12,2021-01-29,Promotion
4081,2727,37,21,4,147300,2021-01-29,2022-02-12,Performance Based
4082,2727,35,21,4,103200,2022-02-12,,Manager Request
4083,2728,37,20,9,160500,2016-04-07,2021-04-06,New Hire
4084,2728,35,20,9,94300,2021-04-06,2022-06-23,Department Restructure
4085,2728,37,20,9,134700,2022-06-23,2024-02-24,Performance Based
4086,2728,35,20,9,96200,2024-02-24,,New Hire
4087,2729,49,30,5,89500,2024-07-23,,New Hire
4088,2730,15,4,8,142600,2019-01-02,2024-01-19,New Hire
4089,2730,15,4,8,127800,2024-01-19,,Lateral Move
4090,2731,49,30,6,81200,2015-09-14,2019-04-29,New Hire
4091,2731,49,30,6,91400,2019-04-29,2023-08-10,Department Restructure
4092,2731,49,30,6,70900,2023-08-10,2024-11-07,Performance Based
4093,2731,49,30,6,94600,2024-11-07,,Lateral Move
4094,2732,46,27,11,123700,2019-04-11,2023-07-04,New Hire
4095,2732,48,27,11,221000,2023-07-04,2024-07-21,New Hire
4096,2732,48,27,11,195700,2024-07-21,,Promotion
4097,2733,50,29,8,58500,2021-08-19,2022-11-04,New Hire
4098,2733,50,29,8,63700,2022-11-04,,Department Restructure
4099,2734,43,22,5,163200,2015-07-28,2017-07-09,New Hire
4100,2734,42,22,5,61000,2017-07-09,2024-01-09,Performance Based
4101,2734,44,22,5,241100,2024-01-09,,Manager Request
4102,2735,40,19,8,93900,2019-10-20,2022-10-30,New Hire
4103,2735,41,19,8,238500,2022-10-30,2023-12-13,Department Restructure
4104,2735,41,19,8,284400,2023-12-13,,Performance Based
4105,2736,35,18,14,83300,2019-03-30,2024-11-13,New Hire
4106,2736,38,18,14,239000,2024-11-13,,Performance Based
4107,2737,23,13,14,50900,2015-07-09,2023-03-23,New Hire
4108,2737,24,13,14,84600,2023-03-23,2024-09-20,Promotion
4109,2737,23,13,14,59300,2024-09-20,,Manager Request
4110,2738,20,8,2,120600,2021-11-14,2023-09-03,New Hire
4111,2738,19,8,2,89200,2023-09-03,,New Hire
4112,2739,23,11,5,52700,2016-10-20,2019-10-29,New Hire
4113,2739,27,11,5,143500,2019-10-29,2021-10-08,New Hire
4114,2739,24,11,5,96700,2021-10-08,2024-01-09,Promotion
4115,2739,25,11,5,105700,2024-01-09,,Department Restructure
4116,2740,29,17,7,60300,2019-07-01,2023-08-26,New Hire
4117,2740,29,17,7,70000,2023-08-26,2024-10-25,Department Restructure
4118,2740,29,17,7,65400,2024-10-25,,Manager Request
4119,2741,29,16,10,74800,2023-06-15,,New Hire
4120,2742,14,3,10,129900,2016-04-11,2020-05-16,New Hire
4121,2742,14,3,10,97300,2020-05-16,2023-10-14,Lateral Move
4122,2742,14,3,10,102700,2023-10-14,2024-11-08,Performance Based
4123,2742,14,3,10,109400,2024-11-08,,Promotion
4124,2743,49,28,6,86400,2016-03-22,2023-05-29,New Hire
4125,2743,49,28,6,86800,2023-05-29,2024-11-23,Department Restructure
4126,2743,49,28,6,90400,2024-11-23,,Manager Request
4127,2744,50,30,15,51400,2020-09-28,2021-12-27,New Hire
4128,2744,50,30,15,61600,2021-12-27,2024-05-27,Promotion
4129,2744,49,30,15,84000,2024-05-27,,New Hire
4130,2745,26,10,4,64300,2016-05-29,2019-10-15,New Hire
4131,2745,24,10,4,91700,2019-10-15,2022-11-30,New Hire
4132,2745,26,10,4,84400,2022-11-30,2024-06-10,Lateral Move
4133,2745,25,10,4,105600,2024-06-10,,Promotion
4134,2746,47,26,12,145100,2015-09-20,2024-06-30,New Hire
4135,2746,46,26,12,120100,2024-06-30,,Promotion
4136,2747,45,23,15,82800,2021-06-09,2023-03-14,New Hire
4137,2747,45,23,15,89200,2023-03-14,,New Hire
4138,2748,48,27,2,184500,2018-01-21,2022-01-02,New Hire
4139,2748,46,27,2,129000,2022-01-02,2024-11-29,Department Restructure
4140,2748,48,27,2,180600,2024-11-29,,Promotion
4141,2749,21,6,15,181300,2017-12-25,2024-12-18,New Hire
4142,2749,19,6,15,88400,2024-12-18,,Performance Based
4143,2750,45,23,6,74300,2020-09-10,2024-05-17,New Hire
4144,2750,45,23,6,87000,2024-05-17,,Manager Request
4145,2751,2,26,11,94400,2021-11-22,2023-01-10,New Hire
4146,2751,47,26,11,127900,2023-01-10,,Manager Request
4147,2752,45,23,12,91700,2015-07-06,2018-11-03,New Hire
4148,2752,45,23,12,89600,2018-11-03,2024-12-17,Lateral Move
4149,2752,45,23,12,71600,2024-12-17,,Performance Based
4150,2753,48,25,3,227500,2017-05-02,2022-06-13,New Hire
4151,2753,47,25,3,146300,2022-06-13,2024-07-14,Promotion
4152,2753,46,25,3,110100,2024-07-14,,Promotion
4153,2754,25,11,10,116000,2019-04-06,2020-09-18,New Hire
4154,2754,25,11,10,129900,2020-09-18,2022-06-13,Department Restructure
4155,2754,25,11,10,98900,2022-06-13,,Lateral Move
4156,2755,30,17,15,96300,2018-04-20,2021-07-03,New Hire
4157,2755,29,17,15,56300,2021-07-03,2024-08-01,Lateral Move
4158,2755,29,17,15,73800,2024-08-01,,Performance Based
4159,2756,30,14,15,107400,2015-07-28,2018-07-14,New Hire
4160,2756,29,14,15,73500,2018-07-14,,Lateral Move
4161,2757,24,12,6,92700,2018-10-28,2021-10-23,New Hire
4162,2757,25,12,6,114600,2021-10-23,2022-12-17,Manager Request
4163,2757,24,12,6,70800,2022-12-17,,Promotion
4164,2758,29,17,13,63500,2017-09-24,2019-07-20,New Hire
4165,2758,29,17,13,70800,2019-07-20,,Lateral Move
4166,2759,47,25,6,141800,2018-04-03,2021-12-31,New Hire
4167,2759,46,25,6,120700,2021-12-31,2024-02-08,Promotion
4168,2759,47,25,6,132700,2024-02-08,,Manager Request
4169,2760,45,23,13,69800,2017-02-07,2020-08-23,New Hire
4170,2760,45,23,13,88800,2020-08-23,2022-12-30,New Hire
4171,2760,45,23,13,74600,2022-12-30,2024-01-28,Performance Based
4172,2760,45,23,13,65900,2024-01-28,,Promotion
4173,2761,43,22,2,145500,2016-07-08,2021-02-14,New Hire
4174,2761,44,22,2,233200,2021-02-14,2023-08-18,Department Restructure
4175,2761,43,22,2,150000,2023-08-18,2024-12-17,New Hire
4176,2761,42,22,2,68300,2024-12-17,,Manager Request
4177,2762,14,3,11,126400,2024-07-24,,New Hire
4178,2763,48,25,9,176000,2020-05-01,2023-04-22,New Hire
4179,2763,48,25,9,233900,2023-04-22,2024-06-28,Promotion
4180,2763,47,25,9,159300,2024-06-28,,New Hire
4181,2764,41,19,8,334700,2019-01-11,2024-06-19,New Hire
4182,2764,39,19,8,74900,2024-06-19,,Department Restructure
4183,2765,46,26,3,124100,2022-03-04,2023-03-13,New Hire
4184,2765,47,26,3,144100,2023-03-13,,Department Restructure
4185,2766,20,8,7,140400,2020-05-18,2024-02-16,New Hire
4186,2766,19,8,7,89300,2024-02-16,,Promotion
4187,2767,30,15,5,124100,2022-02-20,2024-12-29,New Hire
4188,2767,29,15,5,63600,2024-12-29,,Department Restructure
4189,2768,45,23,7,80100,2017-11-07,2019-06-03,New Hire
4190,2768,45,23,7,84800,2019-06-03,,Manager Request
4191,2769,26,10,4,70200,2016-08-23,2020-03-16,New Hire
4192,2769,25,10,4,101100,2020-03-16,2022-03-16,Promotion
4193,2769,26,10,4,61700,2022-03-16,2024-03-15,Performance Based
4194,2769,26,10,4,73700,2024-03-15,,Lateral Move
4195,2770,26,10,7,80500,2021-12-21,,New Hire
4196,2771,24,10,14,84700,2015-05-10,2022-01-24,New Hire
4197,2771,23,10,14,62300,2022-01-24,,Department Restructure
4198,2772,45,23,14,84700,2015-09-10,2018-11-12,New Hire
4199,2772,45,23,14,70200,2018-11-12,2020-09-04,Manager Request
4200,2772,45,23,14,68500,2020-09-04,2021-11-04,New Hire
4201,2772,45,23,14,70100,2021-11-04,,Lateral Move
4202,2773,35,21,14,71300,2021-11-02,2024-03-24,New Hire
4203,2773,37,21,14,145400,2024-03-24,,Promotion
4204,2774,19,8,11,110400,2018-06-09,2020-02-20,New Hire
4205,2774,18,8,11,75700,2020-02-20,2024-07-07,Manager Request
4206,2774,20,8,11,122700,2024-07-07,,Performance Based
4207,2775,45,23,3,78200,2020-09-04,2023-01-21,New Hire
4208,2775,45,23,3,73000,2023-01-21,2024-02-06,New Hire
4209,2775,45,23,3,79400,2024-02-06,,Manager Request
4210,2776,43,22,12,143100,2019-10-22,,New Hire
4211,2777,21,7,13,185200,2021-03-16,2024-12-02,New Hire
4212,2777,20,7,13,128800,2024-12-02,,Manager Request
4213,2778,37,21,9,125500,2021-01-11,2023-11-18,New Hire
4214,2778,36,21,9,142100,2023-11-18,,Lateral Move
4215,2779,40,19,10,124600,2020-12-05,2023-02-19,New Hire
4216,2779,40,19,10,93000,2023-02-19,2024-11-14,Department Restructure
4217,2779,40,19,10,99500,2024-11-14,,Performance Based
4218,2780,41,19,7,237300,2020-05-21,2022-04-09,New Hire
4219,2780,41,19,7,240900,2022-04-09,2024-05-17,New Hire
4220,2780,40,19,7,115100,2024-05-17,,Department Restructure
4221,2781,45,24,4,86300,2016-12-21,2020-07-08,New Hire
4222,2781,45,24,4,93000,2020-07-08,2021-12-20,New Hire
4223,2781,45,24,4,83500,2021-12-20,2022-12-27,Manager Request
4224,2781,45,24,4,89200,2022-12-27,2023-12-27,Performance Based
4225,2781,45,24,4,88000,2023-12-27,,New Hire
4226,2782,18,8,8,74200,2016-03-02,2018-08-01,New Hire
4227,2782,18,8,8,69900,2018-08-01,2021-01-13,Department Restructure
4228,2782,18,8,8,80700,2021-01-13,2022-01-23,Manager Request
4229,2782,20,8,8,116000,2022-01-23,2023-07-19,Performance Based
4230,2782,20,8,8,115500,2023-07-19,,Lateral Move
4231,2783,39,19,15,84600,2020-10-22,2023-06-23,New Hire
4232,2783,41,19,15,259900,2023-06-23,2024-09-29,Department Restructure
4233,2783,41,19,15,284200,2024-09-29,,Performance Based
4234,2784,8,2,8,70400,2017-08-04,,New Hire
4235,2785,49,30,8,80200,2022-02-03,2024-12-24,New Hire
4236,2785,49,30,8,81200,2024-12-24,,Department Restructure
4237,2786,34,18,12,61400,2017-02-18,2023-08-04,New Hire
4238,2786,37,18,12,139400,2023-08-04,2024-11-28,Lateral Move
4239,2786,38,18,12,260000,2024-11-28,,New Hire
4240,2787,50,30,5,58000,2022-03-15,2024-04-09,New Hire
4241,2787,49,30,5,68100,2024-04-09,,New Hire
4242,2788,49,28,1,70800,2018-06-25,2019-09-26,New Hire
4243,2788,50,28,1,61600,2019-09-26,2021-05-25,Department Restructure
4244,2788,49,28,1,86500,2021-05-25,,Lateral Move
4245,2789,4,1,6,211800,2019-07-18,2023-12-05,New Hire
4246,2789,6,1,6,174900,2023-12-05,2024-12-06,Lateral Move
4247,2789,6,1,6,168500,2024-12-06,,Manager Request
4248,2790,29,15,7,61600,2022-09-27,2023-09-29,New Hire
4249,2790,29,15,7,66400,2023-09-29,,Department Restructure
4250,2791,50,29,4,63300,2018-05-14,2024-02-26,New Hire
4251,2791,50,29,4,56800,2024-02-26,,Lateral Move
4252,2792,30,15,1,93500,2021-11-24,2023-02-15,New Hire
4253,2792,29,15,1,68000,2023-02-15,,Manager Request
4254,2793,48,25,9,224400,2019-10-31,2022-01-29,New Hire
4255,2793,48,25,9,187500,2022-01-29,2024-06-05,Manager Request
4256,2793,46,25,9,112300,2024-06-05,,Department Restructure
4257,2794,23,13,9,52800,2020-02-28,2023-03-23,New Hire
4258,2794,23,13,9,64000,2023-03-23,2024-12-08,Department Restructure
4259,2794,23,13,9,50000,2024-12-08,,Manager Request
4260,2795,15,4,1,123800,2022-08-29,2024-05-24,New Hire
4261,2795,15,4,1,100000,2024-05-24,,Promotion
4262,2796,20,6,4,128100,2015-11-18,2019-08-29,New Hire
4263,2796,21,6,4,195800,2019-08-29,2023-03-10,Manager Request
4264,2796,21,6,4,168000,2023-03-10,2024-09-05,Promotion
4265,2796,18,6,4,75300,2024-09-05,,Performance Based
4266,2797,31,14,14,84100,2019-01-12,2022-04-13,New Hire
4267,2797,31,14,14,79600,2022-04-13,,Manager Request
4268,2798,14,3,9,120400,2021-06-03,,New Hire
4269,2799,30,16,3,100200,2016-01-09,2022-09-24,New Hire
4270,2799,30,16,3,112500,2022-09-24,2023-12-24,Promotion
4271,2799,32,16,3,74000,2023-12-24,2024-12-29,New Hire
4272,2799,32,16,3,71500,2024-12-29,,Department Restructure
4273,2800,44,22,7,275100,2018-02-26,2019-06-03,New Hire
4274,2800,42,22,7,54000,2019-06-03,2022-12-06,Promotion
4275,2800,43,22,7,169400,2022-12-06,2024-05-11,New Hire
4276,2800,44,22,7,272800,2024-05-11,,Manager Request
4277,2801,37,20,15,135000,2021-08-07,2024-12-26,New Hire
4278,2801,35,20,15,97900,2024-12-26,,Lateral Move
4279,2802,24,12,14,97500,2016-03-11,2024-07-30,New Hire
4280,2802,25,12,14,102500,2024-07-30,,Department Restructure
4281,2803,48,25,14,183200,2024-06-26,,New Hire
4282,2804,45,24,8,66900,2019-06-28,2020-11-28,New Hire
4283,2804,45,24,8,72700,2020-11-28,,New Hire
4284,2805,50,28,13,64800,2020-08-26,2021-10-26,New Hire
4285,2805,50,28,13,59200,2021-10-26,,Performance Based
4286,2806,32,16,4,76300,2024-03-03,,New Hire
4287,2807,27,13,6,171600,2023-12-04,,New Hire
4288,2808,46,25,15,93700,2021-06-14,2022-10-20,New Hire
4289,2808,47,25,15,162800,2022-10-20,,Department Restructure
4290,2809,24,11,14,82800,2023-05-24,,New Hire
4291,2810,39,19,1,65000,2015-05-19,2018-10-24,New Hire
4292,2810,40,19,1,95500,2018-10-24,2021-05-28,Department Restructure
4293,2810,40,19,1,99200,2021-05-28,2024-02-07,Performance Based
4294,2810,39,19,1,62000,2024-02-07,,Department Restructure
4295,2811,49,29,4,91300,2021-06-13,2024-11-04,New Hire
4296,2811,50,29,4,45000,2024-11-04,,Department Restructure
4297,2812,41,19,3,280900,2021-08-30,2023-01-08,New Hire
4298,2812,40,19,3,110800,2023-01-08,,Lateral Move
4299,2813,46,25,3,106500,2023-03-25,,New Hire
4300,2814,23,10,3,49300,2023-08-27,,New Hire
4301,2815,37,20,13,130000,2017-01-24,2024-03-26,New Hire
4302,2815,36,20,13,103500,2024-03-26,,Manager Request
4303,2816,45,9,1,87900,2024-04-01,,New Hire
4304,2817,29,14,5,69900,2020-01-13,2023-05-31,New Hire
4305,2817,29,14,5,73200,2023-05-31,2024-07-11,New Hire
4306,2817,31,14,5,84800,2024-07-11,,New Hire
4307,2818,20,7,11,148700,2018-07-30,2020-06-23,New Hire
4308,2818,18,7,11,82800,2020-06-23,2024-10-04,Promotion
4309,2818,20,7,11,148400,2024-10-04,,Lateral Move
4310,2819,49,30,12,81200,2018-09-21,2021-07-22,New Hire
4311,2819,49,30,12,70800,2021-07-22,2024-12-21,Promotion
4312,2819,50,30,12,64600,2024-12-21,,Manager Request
4313,2820,36,20,1,117600,2019-02-04,2021-08-23,New Hire
4314,2820,35,20,1,70300,2021-08-23,2024-10-09,Department Restructure
4315,2820,34,20,1,55200,2024-10-09,,Lateral Move
4316,2821,25,11,10,98700,2020-07-17,2024-11-15,New Hire
4317,2821,27,11,10,153900,2024-11-15,,New Hire
4318,2822,14,3,6,108500,2020-09-13,2022-01-20,New Hire
4319,2822,14,3,6,90700,2022-01-20,2024-09-05,Performance Based
4320,2822,14,3,6,113700,2024-09-05,,Lateral Move
4321,2823,43,22,6,132700,2022-11-22,2023-12-04,New Hire
4322,2823,42,22,6,61500,2023-12-04,,New Hire
4323,2824,50,30,3,59000,2015-12-11,2020-05-22,New Hire
4324,2824,49,30,3,88100,2020-05-22,2023-02-14,Manager Request
4325,2824,50,30,3,53900,2023-02-14,,Lateral Move
4326,2825,46,26,15,124900,2015-09-05,2019-10-25,New Hire
4327,2825,47,26,15,150100,2019-10-25,2023-06-05,Promotion
4328,2825,3,26,15,174700,2023-06-05,2024-08-06,Lateral Move
4329,2825,46,26,15,90900,2024-08-06,,Promotion
4330,2826,24,11,8,95900,2017-01-23,2023-08-06,New Hire
4331,2826,27,11,8,130600,2023-08-06,2024-09-21,Performance Based
4332,2826,24,11,8,77900,2024-09-21,,Promotion
4333,2827,11,2,3,142700,2024-05-16,,New Hire
4334,2828,50,30,13,59200,2021-08-17,2023-03-27,New Hire
4335,2828,50,30,13,52700,2023-03-27,,New Hire
4336,2829,24,13,12,98700,2021-12-26,2023-03-16,New Hire
4337,2829,27,13,12,147000,2023-03-16,,Manager Request
4338,2830,19,9,13,88800,2015-05-13,2021-10-06,New Hire
4339,2830,19,9,13,93300,2021-10-06,2023-01-21,Lateral Move
4340,2830,45,9,13,88500,2023-01-21,2024-02-13,Lateral Move
4341,2830,18,9,13,63700,2024-02-13,,Performance Based
4342,2831,23,10,6,64100,2022-05-06,2023-07-02,New Hire
4343,2831,25,10,6,119000,2023-07-02,,Department Restructure
4344,2832,50,30,7,58700,2018-10-30,2020-05-11,New Hire
4345,2832,50,30,7,45700,2020-05-11,2023-09-05,Department Restructure
4346,2832,50,30,7,60900,2023-09-05,2024-10-08,Department Restructure
4347,2832,50,30,7,49100,2024-10-08,,Manager Request
4348,2833,6,1,12,161200,2021-06-01,2023-02-11,New Hire
4349,2833,4,1,12,196300,2023-02-11,,Lateral Move
4350,2834,48,25,4,233200,2020-05-19,2024-09-05,New Hire
4351,2834,48,25,4,179200,2024-09-05,,New Hire
4352,2835,25,10,7,115300,2019-03-20,2023-06-18,New Hire
4353,2835,24,10,7,92000,2023-06-18,2024-09-27,Manager Request
4354,2835,25,10,7,105700,2024-09-27,,Lateral Move
4355,2836,23,11,6,49400,2022-02-09,,New Hire
4356,2837,23,10,10,54200,2017-11-13,2022-01-22,New Hire
4357,2837,26,10,10,78800,2022-01-22,2023-04-29,Performance Based
4358,2837,25,10,10,96600,2023-04-29,2024-10-25,Manager Request
4359,2837,25,10,10,129300,2024-10-25,,Manager Request
4360,2838,3,26,1,143800,2024-08-11,,New Hire
4361,2839,42,22,9,58900,2015-01-28,2020-11-26,New Hire
4362,2839,44,22,9,224900,2020-11-26,2023-02-06,Performance Based
4363,2839,42,22,9,54900,2023-02-06,2024-03-03,Lateral Move
4364,2839,43,22,9,132200,2024-03-03,,Promotion
4365,2840,49,29,5,67700,2019-06-01,2024-08-11,New Hire
