training_id,employee_id,course_name,course_category,completion_date,score,passed
16981,2129,Negotiation Skills,Soft Skills,2019-08-08,68.8,No
16982,2129,Manager Effectiveness,Leadership,2021-12-24,65.9,No
16983,2129,SQL for Analysts,Technical,2019-06-12,86.8,Yes
16984,2129,Machine Learning Basics,Technical,2017-11-15,73.8,Yes
16985,2129,Negotiation Skills,Soft Skills,2023-03-01,68.4,No
16986,2129,Strategic Thinking,Leadership,2020-09-21,72.8,Yes
16987,2129,Risk & Compliance Fundamentals,Compliance,2019-11-29,90.9,Yes
16988,2129,Supply Chain Management,Operations,2022-09-22,74.5,Yes
16989,2129,Advanced Excel,Technical,2024-10-27,95.6,Yes
16990,2129,Unconscious Bias Training,DEI,2017-01-22,60.0,No
16991,2129,Effective Communication,Soft Skills,2017-03-25,71.6,Yes
16992,2129,Effective Communication,Soft Skills,2021-06-27,81.7,Yes
16993,2129,Workplace Harassment Prevention,Compliance,2020-11-19,91.1,Yes
16994,2129,Presentation Skills,Soft Skills,2022-07-22,80.2,Yes
16995,2129,Cybersecurity Awareness,Security,2021-07-01,80.2,Yes
16996,2129,Machine Learning Basics,Technical,2020-05-01,57.8,No
16997,2129,Business Writing,Soft Skills,2017-06-09,79.7,Yes
16998,2129,Presentation Skills,Soft Skills,2019-10-15,83.2,Yes
16999,2129,Project Management Professional,Management,2020-07-18,83.4,Yes
17000,2130,Strategic Thinking,Leadership,2017-04-09,76.0,Yes
17001,2130,Change Management,Management,2022-12-28,67.6,No
17002,2130,Agile & Scrum Fundamentals,Technical,2021-09-23,100.0,Yes
17003,2130,Strategic Thinking,Leadership,2024-10-30,89.4,Yes
17004,2130,Strategic Thinking,Leadership,2023-10-06,63.4,No
17005,2130,Customer Service Excellence,Customer Success,2023-06-16,100.0,Yes
17006,2130,Presentation Skills,Soft Skills,2020-02-09,100.0,Yes
17007,2130,Customer Service Excellence,Customer Success,2019-06-28,80.2,Yes
17008,2130,Negotiation Skills,Soft Skills,2024-01-28,63.7,No
17009,2130,Python for Data Analysis,Technical,2021-02-02,75.2,Yes
17010,2130,Effective Communication,Soft Skills,2022-11-09,85.4,Yes
17011,2130,Cybersecurity Awareness,Security,2024-10-06,90.8,Yes
17012,2130,Presentation Skills,Soft Skills,2018-04-25,91.7,Yes
17013,2130,Agile & Scrum Fundamentals,Technical,2023-11-20,57.4,No
17014,2130,Unconscious Bias Training,DEI,2015-10-28,74.9,Yes
17015,2130,Project Management Professional,Management,2024-05-29,80.8,Yes
17016,2130,Effective Communication,Soft Skills,2018-08-09,82.1,Yes
17017,2130,Python for Data Analysis,Technical,2023-02-05,74.2,Yes
17018,2130,Presentation Skills,Soft Skills,2022-12-11,70.1,Yes
17019,2130,Cybersecurity Awareness,Security,2020-02-28,72.3,Yes
17020,2130,Machine Learning Basics,Technical,2021-10-11,78.3,Yes
17021,2130,Risk & Compliance Fundamentals,Compliance,2015-05-27,78.5,Yes
17022,2130,SQL for Analysts,Technical,2024-12-29,85.2,Yes
17023,2130,Project Management Professional,Management,2016-01-18,83.4,Yes
17024,2130,Supply Chain Management,Operations,2023-06-17,79.1,Yes
17025,2130,Leadership Fundamentals,Leadership,2021-10-20,64.5,No
17026,2130,Change Management,Management,2018-02-01,83.0,Yes
17027,2130,Python for Data Analysis,Technical,2024-04-20,74.1,Yes
17028,2130,Customer Service Excellence,Customer Success,2017-06-08,95.1,Yes
17029,2130,Data Privacy & GDPR,Compliance,2022-05-01,79.1,Yes
17030,2130,Unconscious Bias Training,DEI,2022-05-25,57.5,No
17031,2130,Project Management Professional,Management,2017-01-05,85.7,Yes
17032,2131,Change Management,Management,2019-12-14,84.9,Yes
17033,2131,SQL for Analysts,Technical,2024-01-04,81.8,Yes
17034,2131,Cybersecurity Awareness,Security,2022-08-09,96.6,Yes
17035,2131,Diversity & Inclusion,DEI,2023-05-21,64.7,No
17036,2131,Risk & Compliance Fundamentals,Compliance,2023-05-25,85.4,Yes
17037,2131,Risk & Compliance Fundamentals,Compliance,2019-04-14,62.5,No
17038,2131,Power BI Fundamentals,Technical,2021-01-01,83.8,Yes
17039,2131,Strategic Thinking,Leadership,2024-11-05,72.2,Yes
17040,2131,Cybersecurity Awareness,Security,2022-09-17,95.8,Yes
17041,2131,Power BI Fundamentals,Technical,2021-09-03,89.1,Yes
17042,2131,Negotiation Skills,Soft Skills,2019-09-08,72.6,Yes
17043,2131,Python for Data Analysis,Technical,2022-11-09,57.6,No
17044,2131,Customer Service Excellence,Customer Success,2022-04-22,95.4,Yes
17045,2131,Diversity & Inclusion,DEI,2021-01-11,83.8,Yes
17046,2131,Negotiation Skills,Soft Skills,2019-07-13,72.6,Yes
17047,2131,Workplace Harassment Prevention,Compliance,2021-09-14,79.6,Yes
17048,2131,Change Management,Management,2023-03-21,81.0,Yes
17049,2131,Python for Data Analysis,Technical,2021-11-07,57.5,No
17050,2131,Agile & Scrum Fundamentals,Technical,2022-05-24,100.0,Yes
17051,2131,Business Writing,Soft Skills,2019-09-22,92.5,Yes
17052,2132,Financial Modeling,Finance,2024-11-29,80.6,Yes
17053,2132,Python for Data Analysis,Technical,2022-10-28,78.1,Yes
17054,2132,Customer Service Excellence,Customer Success,2023-06-03,84.2,Yes
17055,2132,Effective Communication,Soft Skills,2019-11-11,70.6,Yes
17056,2132,Agile & Scrum Fundamentals,Technical,2019-04-22,62.4,No
17057,2132,Customer Service Excellence,Customer Success,2023-03-30,86.9,Yes
17058,2132,Workplace Harassment Prevention,Compliance,2019-02-10,83.8,Yes
17059,2132,Effective Communication,Soft Skills,2018-06-30,100.0,Yes
17060,2132,Manager Effectiveness,Leadership,2021-08-29,72.1,Yes
17061,2132,Diversity & Inclusion,DEI,2020-01-07,100.0,Yes
17062,2132,Cloud Computing Essentials,Technical,2021-02-17,78.1,Yes
17063,2132,Unconscious Bias Training,DEI,2021-07-26,63.0,No
17064,2132,Manager Effectiveness,Leadership,2024-09-12,86.0,Yes
17065,2132,Cybersecurity Awareness,Security,2024-11-10,85.1,Yes
17066,2132,Business Writing,Soft Skills,2022-05-13,84.9,Yes
17067,2132,Cybersecurity Awareness,Security,2022-03-11,74.3,Yes
17068,2132,Data Privacy & GDPR,Compliance,2019-10-30,100.0,Yes
17069,2132,Change Management,Management,2023-09-06,85.0,Yes
17070,2132,Customer Service Excellence,Customer Success,2018-02-28,89.6,Yes
17071,2132,Supply Chain Management,Operations,2020-03-12,65.0,No
17072,2132,Unconscious Bias Training,DEI,2024-06-25,76.9,Yes
17073,2132,Leadership Fundamentals,Leadership,2023-05-23,54.7,No
17074,2132,Risk & Compliance Fundamentals,Compliance,2020-01-04,77.7,Yes
17075,2132,Business Writing,Soft Skills,2022-04-25,72.6,Yes
17076,2132,Strategic Thinking,Leadership,2023-09-22,81.3,Yes
17077,2133,SQL for Analysts,Technical,2023-10-10,65.4,No
17078,2133,Leadership Fundamentals,Leadership,2023-04-01,59.8,No
17079,2133,Power BI Fundamentals,Technical,2023-10-12,60.2,No
17080,2133,Leadership Fundamentals,Leadership,2022-01-05,91.2,Yes
17081,2133,Customer Service Excellence,Customer Success,2019-04-30,75.1,Yes
17082,2133,Python for Data Analysis,Technical,2016-08-24,93.2,Yes
17083,2133,Risk & Compliance Fundamentals,Compliance,2015-08-30,100.0,Yes
17084,2133,Business Writing,Soft Skills,2019-11-13,84.0,Yes
17085,2133,Customer Service Excellence,Customer Success,2022-01-13,83.4,Yes
17086,2133,Presentation Skills,Soft Skills,2024-09-08,73.5,Yes
17087,2133,Unconscious Bias Training,DEI,2018-03-03,76.7,Yes
17088,2133,Manager Effectiveness,Leadership,2024-02-15,92.8,Yes
17089,2133,Agile & Scrum Fundamentals,Technical,2017-12-23,86.8,Yes
17090,2133,Change Management,Management,2020-08-24,96.6,Yes
17091,2133,Data Privacy & GDPR,Compliance,2019-12-03,50.9,No
17092,2133,Financial Modeling,Finance,2020-08-18,87.4,Yes
17093,2133,Project Management Professional,Management,2024-04-01,66.2,No
17094,2133,Python for Data Analysis,Technical,2017-07-08,96.0,Yes
17095,2133,Customer Service Excellence,Customer Success,2024-09-01,78.5,Yes
17096,2133,Power BI Fundamentals,Technical,2018-08-14,78.6,Yes
17097,2133,Advanced Excel,Technical,2021-07-24,77.3,Yes
17098,2133,Leadership Fundamentals,Leadership,2021-06-17,79.4,Yes
17099,2133,Presentation Skills,Soft Skills,2024-07-17,48.9,No
17100,2133,Python for Data Analysis,Technical,2023-02-23,83.0,Yes
17101,2133,Workplace Harassment Prevention,Compliance,2017-10-23,75.0,Yes
17102,2133,Presentation Skills,Soft Skills,2019-01-17,58.7,No
17103,2133,Workplace Harassment Prevention,Compliance,2024-05-11,86.4,Yes
17104,2133,Power BI Fundamentals,Technical,2018-05-13,72.5,Yes
17105,2133,Risk & Compliance Fundamentals,Compliance,2022-12-10,68.9,No
17106,2133,Financial Modeling,Finance,2024-02-19,86.0,Yes
17107,2133,Workplace Harassment Prevention,Compliance,2022-09-11,75.1,Yes
17108,2134,Negotiation Skills,Soft Skills,2024-06-21,78.2,Yes
17109,2134,Supply Chain Management,Operations,2022-01-18,81.3,Yes
17110,2134,SQL for Analysts,Technical,2018-04-22,77.4,Yes
17111,2134,Change Management,Management,2024-03-17,70.6,Yes
17112,2134,SQL for Analysts,Technical,2021-11-24,100.0,Yes
17113,2134,Effective Communication,Soft Skills,2021-06-14,74.8,Yes
17114,2134,Diversity & Inclusion,DEI,2018-05-16,60.0,No
17115,2134,Diversity & Inclusion,DEI,2016-12-01,94.2,Yes
17116,2134,Manager Effectiveness,Leadership,2016-09-28,69.0,No
17117,2134,Agile & Scrum Fundamentals,Technical,2022-11-07,88.4,Yes
17118,2134,Data Privacy & GDPR,Compliance,2017-02-10,76.9,Yes
17119,2134,Cybersecurity Awareness,Security,2023-04-30,88.4,Yes
17120,2134,Manager Effectiveness,Leadership,2018-05-28,75.2,Yes
17121,2134,Data Privacy & GDPR,Compliance,2018-08-17,76.6,Yes
17122,2134,Machine Learning Basics,Technical,2022-12-15,66.8,No
17123,2134,Business Writing,Soft Skills,2017-07-22,65.4,No
17124,2134,Change Management,Management,2024-09-13,95.4,Yes
17125,2134,Power BI Fundamentals,Technical,2018-03-30,80.3,Yes
17126,2134,SQL for Analysts,Technical,2016-12-12,87.0,Yes
17127,2134,Change Management,Management,2019-07-20,84.2,Yes
17128,2134,Customer Service Excellence,Customer Success,2017-03-21,79.0,Yes
17129,2134,Change Management,Management,2016-08-23,71.3,Yes
17130,2134,Supply Chain Management,Operations,2023-06-14,92.0,Yes
17131,2134,Workplace Harassment Prevention,Compliance,2023-03-03,79.2,Yes
17132,2134,Manager Effectiveness,Leadership,2021-06-11,88.1,Yes
17133,2135,Cloud Computing Essentials,Technical,2024-10-12,82.9,Yes
17134,2135,Leadership Fundamentals,Leadership,2023-12-14,74.4,Yes
17135,2135,Cloud Computing Essentials,Technical,2023-10-31,88.7,Yes
17136,2135,Data Privacy & GDPR,Compliance,2024-04-08,68.2,No
17137,2136,Effective Communication,Soft Skills,2023-12-18,81.5,Yes
17138,2136,Python for Data Analysis,Technical,2022-04-05,89.3,Yes
17139,2136,Presentation Skills,Soft Skills,2020-03-24,65.4,No
17140,2136,Cloud Computing Essentials,Technical,2023-03-25,71.1,Yes
17141,2136,Workplace Harassment Prevention,Compliance,2023-04-30,79.2,Yes
17142,2136,Business Writing,Soft Skills,2024-04-07,78.1,Yes
17143,2136,Risk & Compliance Fundamentals,Compliance,2020-08-25,78.1,Yes
17144,2136,Cybersecurity Awareness,Security,2024-12-18,95.7,Yes
17145,2136,Project Management Professional,Management,2021-03-10,74.5,Yes
17146,2136,Project Management Professional,Management,2023-01-14,88.1,Yes
17147,2136,Negotiation Skills,Soft Skills,2023-04-05,71.3,Yes
17148,2136,Machine Learning Basics,Technical,2021-06-12,80.7,Yes
17149,2136,Advanced Excel,Technical,2022-10-24,72.3,Yes
17150,2136,Business Writing,Soft Skills,2024-10-31,86.4,Yes
17151,2136,Power BI Fundamentals,Technical,2022-02-05,90.4,Yes
17152,2136,Cybersecurity Awareness,Security,2020-12-11,61.0,No
17153,2136,Cybersecurity Awareness,Security,2021-08-27,80.4,Yes
17154,2137,Power BI Fundamentals,Technical,2018-04-20,87.3,Yes
17155,2137,Change Management,Management,2016-04-03,61.6,No
17156,2137,Change Management,Management,2024-11-04,69.4,No
17157,2137,Negotiation Skills,Soft Skills,2023-07-27,76.1,Yes
17158,2137,Strategic Thinking,Leadership,2017-09-07,77.1,Yes
17159,2137,Manager Effectiveness,Leadership,2024-02-27,75.7,Yes
17160,2137,Cloud Computing Essentials,Technical,2016-10-01,84.7,Yes
17161,2137,Strategic Thinking,Leadership,2023-04-27,97.5,Yes
17162,2137,Workplace Harassment Prevention,Compliance,2022-04-14,93.4,Yes
17163,2137,SQL for Analysts,Technical,2020-01-18,80.5,Yes
17164,2137,Unconscious Bias Training,DEI,2024-08-13,94.2,Yes
17165,2137,Agile & Scrum Fundamentals,Technical,2023-11-26,51.4,No
17166,2137,Data Privacy & GDPR,Compliance,2022-01-18,88.8,Yes
17167,2137,Presentation Skills,Soft Skills,2021-10-30,87.3,Yes
17168,2137,SQL for Analysts,Technical,2022-01-15,81.3,Yes
17169,2137,Agile & Scrum Fundamentals,Technical,2023-03-09,71.7,Yes
17170,2137,Supply Chain Management,Operations,2016-06-16,61.7,No
17171,2137,Power BI Fundamentals,Technical,2023-12-09,73.8,Yes
17172,2137,Supply Chain Management,Operations,2017-12-26,56.8,No
17173,2137,Risk & Compliance Fundamentals,Compliance,2023-04-28,60.0,No
17174,2137,Project Management Professional,Management,2021-12-21,59.5,No
17175,2137,Business Writing,Soft Skills,2019-01-27,75.6,Yes
17176,2137,Unconscious Bias Training,DEI,2016-07-23,83.2,Yes
17177,2137,Financial Modeling,Finance,2021-12-21,95.5,Yes
17178,2137,Cloud Computing Essentials,Technical,2017-07-14,73.1,Yes
17179,2137,Leadership Fundamentals,Leadership,2020-09-20,91.2,Yes
17180,2138,SQL for Analysts,Technical,2023-06-17,94.1,Yes
17181,2138,SQL for Analysts,Technical,2024-05-21,72.4,Yes
17182,2138,SQL for Analysts,Technical,2023-09-02,81.8,Yes
17183,2138,Data Privacy & GDPR,Compliance,2024-03-23,95.5,Yes
17184,2138,Cybersecurity Awareness,Security,2024-09-08,74.5,Yes
17185,2138,Manager Effectiveness,Leadership,2024-11-28,85.7,Yes
17186,2139,Risk & Compliance Fundamentals,Compliance,2024-03-31,87.2,Yes
17187,2139,Business Writing,Soft Skills,2021-01-09,68.8,No
17188,2139,Diversity & Inclusion,DEI,2021-06-09,89.5,Yes
17189,2139,Financial Modeling,Finance,2022-07-27,91.5,Yes
17190,2139,Customer Service Excellence,Customer Success,2021-11-03,77.5,Yes
17191,2139,Advanced Excel,Technical,2020-11-13,64.3,No
17192,2139,Unconscious Bias Training,DEI,2020-07-11,81.4,Yes
17193,2139,Customer Service Excellence,Customer Success,2021-06-04,90.4,Yes
17194,2139,Python for Data Analysis,Technical,2024-06-06,77.9,Yes
17195,2139,Python for Data Analysis,Technical,2023-09-24,64.9,No
17196,2139,Financial Modeling,Finance,2024-09-11,97.0,Yes
17197,2139,Presentation Skills,Soft Skills,2022-06-12,57.7,No
17198,2139,Python for Data Analysis,Technical,2023-07-23,100.0,Yes
17199,2140,Python for Data Analysis,Technical,2022-05-23,68.5,No
17200,2140,Python for Data Analysis,Technical,2020-09-07,88.4,Yes
17201,2140,Diversity & Inclusion,DEI,2023-02-02,77.8,Yes
17202,2140,Power BI Fundamentals,Technical,2024-03-11,74.8,Yes
17203,2140,Financial Modeling,Finance,2022-09-24,72.7,Yes
17204,2140,Diversity & Inclusion,DEI,2022-05-20,77.2,Yes
17205,2140,Financial Modeling,Finance,2024-07-30,80.8,Yes
17206,2140,Negotiation Skills,Soft Skills,2023-02-14,92.5,Yes
17207,2140,Cloud Computing Essentials,Technical,2023-10-09,65.0,No
17208,2140,Cybersecurity Awareness,Security,2023-11-19,89.3,Yes
17209,2140,Risk & Compliance Fundamentals,Compliance,2023-09-03,88.5,Yes
17210,2140,Python for Data Analysis,Technical,2023-12-15,87.0,Yes
17211,2140,SQL for Analysts,Technical,2024-07-12,70.5,Yes
17212,2140,Customer Service Excellence,Customer Success,2022-02-15,69.0,No
17213,2141,Cybersecurity Awareness,Security,2019-07-13,88.2,Yes
17214,2141,SQL for Analysts,Technical,2024-11-05,65.4,No
17215,2141,Unconscious Bias Training,DEI,2022-08-06,65.8,No
17216,2141,Python for Data Analysis,Technical,2024-09-02,71.4,Yes
17217,2141,SQL for Analysts,Technical,2017-12-27,67.3,No
17218,2141,Power BI Fundamentals,Technical,2020-12-03,81.5,Yes
17219,2141,Cloud Computing Essentials,Technical,2024-10-15,62.9,No
17220,2141,Business Writing,Soft Skills,2021-02-11,85.1,Yes
17221,2141,Workplace Harassment Prevention,Compliance,2021-07-01,90.5,Yes
17222,2141,Negotiation Skills,Soft Skills,2017-12-11,83.2,Yes
17223,2141,Business Writing,Soft Skills,2022-03-20,82.4,Yes
17224,2141,Advanced Excel,Technical,2018-02-07,100.0,Yes
17225,2141,Effective Communication,Soft Skills,2024-09-28,81.7,Yes
17226,2141,Customer Service Excellence,Customer Success,2019-08-19,91.9,Yes
17227,2141,Business Writing,Soft Skills,2023-05-14,93.7,Yes
17228,2141,Project Management Professional,Management,2023-06-26,81.2,Yes
17229,2141,SQL for Analysts,Technical,2022-06-10,74.1,Yes
17230,2141,Workplace Harassment Prevention,Compliance,2018-05-24,53.6,No
17231,2141,Machine Learning Basics,Technical,2023-07-07,82.6,Yes
17232,2141,Diversity & Inclusion,DEI,2020-03-30,70.8,Yes
17233,2141,Data Privacy & GDPR,Compliance,2020-02-11,63.2,No
17234,2141,Python for Data Analysis,Technical,2023-12-20,95.2,Yes
17235,2141,Effective Communication,Soft Skills,2024-05-18,84.7,Yes
17236,2142,Risk & Compliance Fundamentals,Compliance,2021-02-13,62.4,No
17237,2142,Project Management Professional,Management,2017-07-26,76.9,Yes
17238,2142,Project Management Professional,Management,2019-11-26,80.2,Yes
17239,2142,Cloud Computing Essentials,Technical,2021-08-13,72.2,Yes
17240,2142,Cloud Computing Essentials,Technical,2022-08-10,78.2,Yes
17241,2142,Cybersecurity Awareness,Security,2020-07-25,64.4,No
17242,2142,Supply Chain Management,Operations,2018-06-03,97.4,Yes
17243,2142,Project Management Professional,Management,2021-03-23,67.8,No
17244,2142,Agile & Scrum Fundamentals,Technical,2024-09-18,50.1,No
17245,2142,Risk & Compliance Fundamentals,Compliance,2022-10-10,81.0,Yes
17246,2142,Presentation Skills,Soft Skills,2022-12-11,89.7,Yes
17247,2142,Machine Learning Basics,Technical,2022-12-27,87.1,Yes
17248,2142,Machine Learning Basics,Technical,2020-11-16,91.9,Yes
17249,2142,Agile & Scrum Fundamentals,Technical,2019-09-21,70.3,Yes
17250,2142,Financial Modeling,Finance,2019-12-28,67.4,No
17251,2142,Leadership Fundamentals,Leadership,2024-08-27,72.8,Yes
17252,2142,Unconscious Bias Training,DEI,2020-08-09,53.6,No
17253,2142,Advanced Excel,Technical,2017-12-09,75.6,Yes
17254,2142,Business Writing,Soft Skills,2021-01-26,72.0,Yes
17255,2142,Customer Service Excellence,Customer Success,2018-01-29,55.5,No
17256,2142,Advanced Excel,Technical,2024-01-25,90.6,Yes
17257,2142,Leadership Fundamentals,Leadership,2021-10-01,57.4,No
17258,2142,SQL for Analysts,Technical,2018-02-16,94.7,Yes
17259,2143,Machine Learning Basics,Technical,2023-06-29,78.1,Yes
17260,2143,Machine Learning Basics,Technical,2024-12-17,87.3,Yes
17261,2143,Negotiation Skills,Soft Skills,2024-10-26,66.8,No
17262,2143,Financial Modeling,Finance,2023-07-15,100.0,Yes
17263,2143,Presentation Skills,Soft Skills,2023-07-06,68.2,No
17264,2144,Manager Effectiveness,Leadership,2020-08-19,86.5,Yes
17265,2144,Customer Service Excellence,Customer Success,2024-04-15,75.5,Yes
17266,2144,Change Management,Management,2020-11-30,91.3,Yes
17267,2144,Supply Chain Management,Operations,2022-07-26,86.0,Yes
17268,2144,Negotiation Skills,Soft Skills,2024-11-26,84.5,Yes
17269,2144,Project Management Professional,Management,2020-11-03,100.0,Yes
17270,2144,Business Writing,Soft Skills,2020-05-18,71.2,Yes
17271,2144,Leadership Fundamentals,Leadership,2020-08-02,93.6,Yes
17272,2144,Change Management,Management,2020-04-08,46.8,No
17273,2144,Unconscious Bias Training,DEI,2022-11-22,67.8,No
17274,2144,Project Management Professional,Management,2022-06-16,71.3,Yes
17275,2144,Project Management Professional,Management,2020-11-26,79.0,Yes
17276,2144,Strategic Thinking,Leadership,2024-04-03,92.3,Yes
17277,2144,Risk & Compliance Fundamentals,Compliance,2021-04-07,63.2,No
17278,2144,Financial Modeling,Finance,2024-09-21,63.0,No
17279,2144,Machine Learning Basics,Technical,2021-01-21,64.9,No
17280,2144,Negotiation Skills,Soft Skills,2020-08-05,86.8,Yes
17281,2144,Risk & Compliance Fundamentals,Compliance,2020-02-07,67.5,No
17282,2145,Workplace Harassment Prevention,Compliance,2022-12-17,82.8,Yes
17283,2145,Power BI Fundamentals,Technical,2020-11-01,83.7,Yes
17284,2145,Cloud Computing Essentials,Technical,2020-03-26,69.9,No
17285,2145,Power BI Fundamentals,Technical,2019-11-27,72.1,Yes
17286,2145,Manager Effectiveness,Leadership,2021-01-28,76.3,Yes
17287,2145,Data Privacy & GDPR,Compliance,2023-08-19,85.3,Yes
17288,2145,Cybersecurity Awareness,Security,2018-12-24,83.8,Yes
17289,2145,Cybersecurity Awareness,Security,2022-04-14,69.4,No
17290,2145,Project Management Professional,Management,2024-09-21,70.3,Yes
17291,2145,Manager Effectiveness,Leadership,2023-07-14,73.5,Yes
17292,2145,Unconscious Bias Training,DEI,2020-08-17,100.0,Yes
17293,2145,Agile & Scrum Fundamentals,Technical,2018-11-16,88.4,Yes
17294,2145,Change Management,Management,2020-07-03,84.3,Yes
17295,2145,Project Management Professional,Management,2020-12-05,88.9,Yes
17296,2145,Data Privacy & GDPR,Compliance,2020-07-23,76.8,Yes
17297,2145,Cybersecurity Awareness,Security,2020-04-23,54.4,No
17298,2145,Cybersecurity Awareness,Security,2021-06-09,72.4,Yes
17299,2145,Effective Communication,Soft Skills,2019-09-28,94.6,Yes
17300,2145,Data Privacy & GDPR,Compliance,2020-12-14,88.7,Yes
17301,2146,Supply Chain Management,Operations,2018-04-08,85.6,Yes
17302,2146,Risk & Compliance Fundamentals,Compliance,2018-09-16,65.1,No
17303,2146,Risk & Compliance Fundamentals,Compliance,2021-01-25,70.7,Yes
17304,2146,Data Privacy & GDPR,Compliance,2024-05-05,68.3,No
17305,2146,Financial Modeling,Finance,2019-06-23,80.6,Yes
17306,2146,Advanced Excel,Technical,2018-03-14,75.7,Yes
17307,2146,Unconscious Bias Training,DEI,2017-10-04,59.5,No
17308,2146,Diversity & Inclusion,DEI,2018-10-01,70.1,Yes
17309,2146,Power BI Fundamentals,Technical,2018-08-26,76.0,Yes
17310,2146,Unconscious Bias Training,DEI,2018-04-15,78.5,Yes
17311,2146,Workplace Harassment Prevention,Compliance,2024-08-06,74.1,Yes
17312,2146,Data Privacy & GDPR,Compliance,2017-05-24,77.1,Yes
17313,2146,Business Writing,Soft Skills,2023-06-26,88.3,Yes
17314,2146,Cybersecurity Awareness,Security,2023-05-03,95.9,Yes
17315,2146,Business Writing,Soft Skills,2020-06-02,75.4,Yes
17316,2146,Advanced Excel,Technical,2017-03-17,80.7,Yes
17317,2146,Cybersecurity Awareness,Security,2022-01-17,60.2,No
17318,2146,Change Management,Management,2024-02-23,70.8,Yes
17319,2146,Machine Learning Basics,Technical,2018-06-03,89.6,Yes
17320,2146,Manager Effectiveness,Leadership,2017-06-19,59.0,No
17321,2146,SQL for Analysts,Technical,2020-12-21,54.3,No
17322,2146,Agile & Scrum Fundamentals,Technical,2022-11-02,80.1,Yes
17323,2146,Financial Modeling,Finance,2022-08-20,54.1,No
17324,2146,Data Privacy & GDPR,Compliance,2019-09-20,72.0,Yes
17325,2146,Presentation Skills,Soft Skills,2022-07-09,72.4,Yes
17326,2146,Workplace Harassment Prevention,Compliance,2023-01-29,83.8,Yes
17327,2147,Advanced Excel,Technical,2020-07-07,49.1,No
17328,2147,Unconscious Bias Training,DEI,2024-06-18,59.7,No
17329,2147,Business Writing,Soft Skills,2020-06-11,69.2,No
17330,2147,Diversity & Inclusion,DEI,2023-10-29,68.4,No
17331,2147,Cybersecurity Awareness,Security,2019-10-04,64.9,No
17332,2147,Project Management Professional,Management,2020-10-04,88.0,Yes
17333,2147,Business Writing,Soft Skills,2020-09-27,85.6,Yes
17334,2147,Supply Chain Management,Operations,2021-12-01,91.3,Yes
17335,2147,Power BI Fundamentals,Technical,2019-06-26,82.1,Yes
17336,2147,Cloud Computing Essentials,Technical,2023-07-07,79.4,Yes
17337,2147,Cybersecurity Awareness,Security,2022-09-20,50.7,No
17338,2147,Agile & Scrum Fundamentals,Technical,2024-12-09,60.8,No
17339,2147,Project Management Professional,Management,2020-07-02,78.1,Yes
17340,2147,Agile & Scrum Fundamentals,Technical,2024-06-24,78.7,Yes
17341,2147,Project Management Professional,Management,2022-07-03,71.8,Yes
17342,2147,Negotiation Skills,Soft Skills,2020-12-04,82.8,Yes
17343,2147,Change Management,Management,2019-06-10,93.1,Yes
17344,2147,Customer Service Excellence,Customer Success,2023-04-18,72.3,Yes
17345,2147,SQL for Analysts,Technical,2022-12-30,71.1,Yes
17346,2148,Presentation Skills,Soft Skills,2022-03-18,87.0,Yes
17347,2148,Agile & Scrum Fundamentals,Technical,2021-11-11,71.4,Yes
17348,2148,Python for Data Analysis,Technical,2022-03-26,50.8,No
17349,2148,Agile & Scrum Fundamentals,Technical,2022-11-18,67.9,No
17350,2148,SQL for Analysts,Technical,2022-04-25,76.2,Yes
17351,2148,Strategic Thinking,Leadership,2020-11-16,97.3,Yes
17352,2148,Leadership Fundamentals,Leadership,2021-02-01,58.2,No
17353,2148,Machine Learning Basics,Technical,2023-10-13,66.5,No
17354,2148,Project Management Professional,Management,2023-05-08,82.0,Yes
17355,2148,Leadership Fundamentals,Leadership,2020-09-10,74.7,Yes
17356,2148,Python for Data Analysis,Technical,2024-01-07,78.6,Yes
17357,2148,Advanced Excel,Technical,2020-06-04,96.7,Yes
17358,2148,Strategic Thinking,Leadership,2021-06-13,100.0,Yes
17359,2148,Advanced Excel,Technical,2020-08-25,77.7,Yes
17360,2148,Python for Data Analysis,Technical,2022-09-08,79.3,Yes
17361,2148,Manager Effectiveness,Leadership,2023-07-06,76.7,Yes
17362,2148,Presentation Skills,Soft Skills,2021-04-08,73.8,Yes
17363,2149,Strategic Thinking,Leadership,2023-01-30,74.3,Yes
17364,2149,Data Privacy & GDPR,Compliance,2022-12-14,65.8,No
17365,2149,Data Privacy & GDPR,Compliance,2020-11-26,80.0,Yes
17366,2149,Agile & Scrum Fundamentals,Technical,2023-07-07,82.2,Yes
17367,2149,Project Management Professional,Management,2022-09-08,58.4,No
17368,2149,Agile & Scrum Fundamentals,Technical,2023-04-10,81.5,Yes
17369,2149,Customer Service Excellence,Customer Success,2022-06-03,65.4,No
17370,2149,Strategic Thinking,Leadership,2021-10-29,76.4,Yes
17371,2149,Effective Communication,Soft Skills,2022-06-24,83.7,Yes
17372,2149,Unconscious Bias Training,DEI,2023-04-13,56.1,No
17373,2149,Supply Chain Management,Operations,2021-03-28,82.8,Yes
17374,2149,Supply Chain Management,Operations,2021-02-01,75.7,Yes
17375,2149,Strategic Thinking,Leadership,2023-12-06,90.6,Yes
17376,2149,Business Writing,Soft Skills,2023-04-27,64.5,No
17377,2149,Agile & Scrum Fundamentals,Technical,2021-04-19,41.6,No
